eval_id,interaction_id,qa_score,customer_critical,business_critical,compliance_critical
QA-003443,INT-018278,0.97,0,0,0
QA-003444,INT-029682,0.88,0,0,0
QA-003445,INT-016611,1.0,0,0,0
QA-003446,INT-034805,0.97,0,0,0
QA-003447,INT-027577,0.0,1,0,0
QA-003448,INT-016571,0.95,0,0,0
QA-003449,INT-032721,0.9,0,0,0
QA-003450,INT-016595,0.88,0,0,0
QA-003451,INT-044906,0.0,1,0,0
QA-003452,INT-015542,0.97,0,0,0
QA-003453,INT-027755,1.0,0,0,0
QA-003454,INT-033745,0.87,0,0,0
QA-003455,INT-013616,0.94,0,0,0
QA-003456,INT-019202,0.99,0,0,0
QA-003457,INT-040819,0.96,0,0,0
QA-003458,INT-032439,0.0,0,0,1
QA-003459,INT-009766,0.87,0,0,0
QA-003460,INT-032438,0.82,0,0,0
QA-003461,INT-011067,0.98,0,0,0
QA-003462,INT-001330,0.97,0,0,0
QA-003463,INT-010088,0.0,0,0,1
QA-003464,INT-023623,0.94,0,0,0
QA-003465,INT-002838,0.98,0,0,0
QA-003466,INT-010087,0.85,0,0,0
QA-003467,INT-019841,1.0,0,0,0
QA-003468,INT-014369,1.0,0,0,0
QA-003469,INT-022412,0.0,0,1,0
QA-003470,INT-022413,0.98,0,0,0
QA-003471,INT-044105,0.0,0,0,1
QA-003472,INT-024820,0.98,0,0,0
QA-003473,INT-043484,0.9,0,0,0
QA-003474,INT-040202,0.0,0,1,1
QA-003475,INT-011338,0.9,0,0,0
QA-003476,INT-002836,0.93,0,0,0
QA-003477,INT-022415,0.97,0,0,0
QA-003478,INT-014367,1.0,0,0,0
QA-003479,INT-025310,0.99,0,0,0
QA-003480,INT-014370,0.9,0,0,0
QA-003481,INT-023657,1.0,0,0,0
QA-003482,INT-025698,0.91,0,0,0
QA-003483,INT-038340,1.0,0,0,0
QA-003484,INT-019842,0.93,0,0,0
QA-003485,INT-025308,0.89,0,0,0
QA-003486,INT-022416,0.93,0,0,0
QA-003487,INT-005805,0.85,0,0,0
QA-003488,INT-029884,0.93,0,0,0
QA-003489,INT-007493,0.0,1,0,0
QA-003490,INT-019087,0.94,0,0,0
QA-003491,INT-003784,0.0,1,0,0
QA-003492,INT-044675,0.96,0,0,0
QA-003493,INT-040508,0.84,0,0,0
QA-003494,INT-008724,0.84,0,0,0
QA-003495,INT-011467,0.91,0,0,0
QA-003496,INT-025682,0.97,0,0,0
QA-003497,INT-028832,0.93,0,0,0
QA-003498,INT-019324,0.97,0,0,0
QA-003499,INT-026237,1.0,0,0,0
QA-003500,INT-034434,0.99,0,0,0
QA-003501,INT-012926,1.0,0,0,0
QA-003502,INT-009761,0.93,0,0,0
QA-003503,INT-020822,0.88,0,0,0
QA-003504,INT-018534,1.0,0,0,0
QA-003505,INT-033315,1.0,0,0,0
QA-003506,INT-022988,0.99,0,0,0
QA-003507,INT-032259,0.97,0,0,0
QA-003508,INT-025279,1.0,0,0,0
QA-003509,INT-019494,0.98,0,0,0
QA-003510,INT-038566,1.0,0,0,0
QA-003511,INT-010718,0.9,0,0,0
QA-003512,INT-028604,0.86,0,0,0
QA-003513,INT-032070,0.99,0,0,0
QA-003514,INT-002638,0.98,0,0,0
QA-003515,INT-010720,1.0,0,0,0
QA-003516,INT-046263,0.96,0,0,0
QA-003517,INT-029792,1.0,0,0,0
QA-003518,INT-036587,0.94,0,0,0
QA-003519,INT-019613,0.78,0,0,0
QA-003520,INT-043286,0.86,0,0,0
QA-003521,INT-030717,0.94,0,0,0
QA-003522,INT-043289,0.81,0,0,0
QA-003523,INT-011246,0.89,0,0,0
QA-003524,INT-007878,0.91,0,0,0
QA-003525,INT-011244,0.95,0,0,0
QA-003526,INT-018157,0.0,1,0,0
QA-003527,INT-032379,0.98,0,0,0
QA-003528,INT-030716,0.97,0,0,0
QA-003529,INT-035448,1.0,0,0,0
QA-003530,INT-038484,0.0,0,1,0
QA-003531,INT-020673,0.99,0,0,0
QA-003532,INT-010383,0.99,0,0,0
QA-003533,INT-008369,0.95,0,0,0
QA-003534,INT-035731,1.0,0,0,0
QA-003535,INT-008367,0.84,0,0,0
QA-003536,INT-006135,0.91,0,0,0
QA-003537,INT-001999,1.0,0,0,0
QA-003538,INT-007409,1.0,0,0,0
QA-003539,INT-032410,1.0,0,0,0
QA-003540,INT-040004,0.92,0,0,0
QA-003541,INT-027328,0.0,1,0,0
QA-003542,INT-027329,1.0,0,0,0
QA-003543,INT-045420,0.88,0,0,0
QA-003544,INT-029000,0.95,0,0,0
QA-003545,INT-044565,0.92,0,0,0
QA-003546,INT-031765,0.9,0,0,0
QA-003547,INT-012248,0.0,0,1,0
QA-003548,INT-012247,0.98,0,0,0
QA-003549,INT-039292,0.0,0,1,0
QA-003550,INT-040363,0.95,0,0,0
QA-003551,INT-003176,1.0,0,0,0
QA-003552,INT-030406,1.0,0,0,0
QA-003553,INT-044734,0.0,0,0,1
QA-003554,INT-044981,0.8,0,0,0
QA-003555,INT-012069,0.94,0,0,0
QA-003556,INT-034131,1.0,0,0,0
QA-003557,INT-031764,0.94,0,0,0
QA-003558,INT-033491,0.91,0,0,0
QA-003559,INT-009528,0.0,0,1,0
QA-003560,INT-025617,0.0,0,1,0
QA-003561,INT-019456,0.99,0,0,0
QA-003562,INT-010588,0.97,0,0,0
QA-003563,INT-011501,0.86,0,0,0
QA-003564,INT-042721,0.92,0,0,0
QA-003565,INT-030020,0.0,0,0,1
QA-003566,INT-000367,1.0,0,0,0
QA-003567,INT-017722,0.0,1,0,0
QA-003568,INT-042717,1.0,0,0,0
QA-003569,INT-044576,0.0,0,1,0
QA-003570,INT-035212,0.97,0,0,0
QA-003571,INT-002656,0.85,0,0,0
QA-003572,INT-030021,1.0,0,0,0
QA-003573,INT-012318,0.88,0,0,0
QA-003574,INT-036725,0.87,0,0,0
QA-003575,INT-045583,0.98,0,0,0
QA-003576,INT-005097,0.74,0,0,0
QA-003577,INT-020538,0.96,0,0,0
QA-003578,INT-027776,0.0,1,0,0
QA-003579,INT-025914,0.87,0,0,0
QA-003580,INT-040187,0.86,0,0,0
QA-003581,INT-006858,0.96,0,0,0
QA-003582,INT-045883,0.93,0,0,0
QA-003583,INT-009143,0.0,0,1,0
QA-003584,INT-043613,0.94,0,0,0
QA-003585,INT-038216,0.93,0,0,0
QA-003586,INT-046270,0.87,0,0,0
QA-003587,INT-021729,0.9,0,0,0
QA-003588,INT-038336,0.93,0,0,0
QA-003589,INT-043614,0.96,0,0,0
QA-003590,INT-016789,0.99,0,0,0
QA-003591,INT-027286,0.95,0,0,0
QA-003592,INT-037583,0.0,0,0,1
QA-003593,INT-042066,0.0,0,1,0
QA-003594,INT-046015,0.93,0,0,0
QA-003595,INT-033364,1.0,0,0,0
QA-003596,INT-036400,1.0,0,0,0
QA-003597,INT-037937,0.86,0,0,0
QA-003598,INT-015681,0.95,0,0,0
QA-003599,INT-041498,0.0,1,0,0
QA-003600,INT-046001,0.95,0,0,0
QA-003601,INT-041116,0.99,0,0,0
QA-003602,INT-035482,0.0,1,0,0
QA-003603,INT-004599,0.87,0,0,0
QA-003604,INT-008103,0.91,0,0,0
QA-003605,INT-041862,0.0,1,0,0
QA-003606,INT-039174,0.98,0,0,0
QA-003607,INT-040728,1.0,0,0,0
QA-003608,INT-018719,0.0,0,1,0
QA-003609,INT-014438,0.0,1,0,0
QA-003610,INT-016655,0.94,0,0,0
QA-003611,INT-036057,1.0,0,0,0
QA-003612,INT-037080,0.89,0,0,0
QA-003613,INT-043075,0.91,0,0,0
QA-003614,INT-004932,0.84,0,0,0
QA-003615,INT-009284,0.9,0,0,0
QA-003616,INT-017252,0.91,0,0,0
QA-003617,INT-043076,0.92,0,0,0
QA-003618,INT-001657,1.0,0,0,0
QA-003619,INT-034558,0.96,0,0,0
QA-003620,INT-031343,1.0,0,0,0
QA-003621,INT-000102,0.84,0,0,0
QA-003622,INT-003435,0.89,0,0,0
QA-003623,INT-043073,0.0,1,0,0
QA-003624,INT-033627,0.0,1,0,0
QA-003625,INT-019449,0.91,0,0,0
QA-003626,INT-022323,0.99,0,0,0
QA-003627,INT-045464,0.0,0,0,1
QA-003628,INT-016788,0.0,1,0,0
QA-003629,INT-028161,0.99,0,0,0
QA-003630,INT-006613,0.92,0,0,0
QA-003631,INT-033193,0.98,0,0,0
QA-003632,INT-020723,0.87,0,0,0
QA-003633,INT-022939,0.93,0,0,0
QA-003634,INT-020725,0.96,0,0,0
QA-003635,INT-001899,0.97,0,0,0
QA-003636,INT-042454,0.91,0,0,0
QA-003637,INT-029400,0.96,0,0,0
QA-003638,INT-001352,0.92,0,0,0
QA-003639,INT-036147,0.98,0,0,0
QA-003640,INT-045382,0.87,0,0,0
QA-003641,INT-031285,0.89,0,0,0
QA-003642,INT-041749,0.0,1,0,0
QA-003643,INT-032035,1.0,0,0,0
QA-003644,INT-009075,0.92,0,0,0
QA-003645,INT-000845,0.92,0,0,0
QA-003646,INT-040297,0.87,0,0,0
QA-003647,INT-029399,0.0,1,0,0
QA-003648,INT-007978,0.0,0,1,0
QA-003649,INT-029156,0.88,0,0,0
QA-003650,INT-036151,0.99,0,0,0
QA-003651,INT-036148,0.94,0,0,0
QA-003652,INT-018161,0.98,0,0,0
QA-003653,INT-036146,0.76,0,0,0
QA-003654,INT-019222,0.99,0,0,0
QA-003655,INT-007560,0.87,0,0,0
QA-003656,INT-040315,0.0,0,1,0
QA-003657,INT-035664,0.0,1,0,0
QA-003658,INT-014351,1.0,0,0,0
QA-003659,INT-006849,0.94,0,0,0
QA-003660,INT-001424,0.87,0,0,0
QA-003661,INT-024968,0.86,0,0,0
QA-003662,INT-004634,0.9,0,0,0
QA-003663,INT-024967,0.85,0,0,0
QA-003664,INT-045896,0.91,0,0,0
QA-003665,INT-029589,0.92,0,0,0
QA-003666,INT-022698,0.9,0,0,0
QA-003667,INT-029590,0.98,0,0,0
QA-003668,INT-038470,0.91,0,0,0
QA-003669,INT-013688,0.93,0,0,0
QA-003670,INT-038469,0.9,0,0,0
QA-003671,INT-044240,1.0,0,0,0
QA-003672,INT-036803,1.0,0,0,0
QA-003673,INT-021287,0.95,0,0,0
QA-003674,INT-024264,0.0,0,1,0
QA-003675,INT-016534,1.0,0,0,0
QA-003676,INT-031657,0.81,0,0,0
QA-003677,INT-000128,1.0,0,0,0
QA-003678,INT-016840,0.94,0,0,0
QA-003679,INT-018068,0.9,0,0,0
QA-003680,INT-034870,1.0,0,0,0
QA-003681,INT-021507,0.83,0,0,0
QA-003682,INT-001933,0.94,0,0,0
QA-003683,INT-001934,0.91,0,0,0
QA-003684,INT-032705,0.87,0,0,0
QA-003685,INT-005120,0.97,0,0,0
QA-003686,INT-022969,0.0,0,0,1
QA-003687,INT-019774,0.88,0,0,0
QA-003688,INT-018235,0.96,0,0,0
QA-003689,INT-009133,1.0,0,0,0
QA-003690,INT-020719,0.92,0,0,0
QA-003691,INT-016389,0.98,0,0,0
QA-003692,INT-026399,0.93,0,0,0
QA-003693,INT-045508,0.0,0,1,0
QA-003694,INT-043487,1.0,0,0,0
QA-003695,INT-027103,0.93,0,0,0
QA-003696,INT-003592,0.93,0,0,0
QA-003697,INT-018150,1.0,0,0,0
QA-003698,INT-002337,0.91,0,0,0
QA-003699,INT-024917,1.0,0,0,0
QA-003700,INT-029432,1.0,0,0,0
QA-003701,INT-017886,1.0,0,0,0
QA-003702,INT-021752,0.89,0,0,0
QA-003703,INT-046085,0.97,0,0,0
QA-003704,INT-023996,0.91,0,0,0
QA-003705,INT-015411,1.0,0,0,0
QA-003706,INT-042043,0.0,0,0,1
QA-003707,INT-029857,1.0,0,0,0
QA-003708,INT-025019,0.92,0,0,0
QA-003709,INT-026424,0.96,0,0,0
QA-003710,INT-015412,1.0,0,0,0
QA-003711,INT-025967,0.98,0,0,0
QA-003712,INT-024571,0.98,0,0,0
QA-003713,INT-005713,0.93,0,0,0
QA-003714,INT-035393,0.94,0,0,0
QA-003715,INT-025546,0.86,0,0,0
QA-003716,INT-027133,0.87,0,0,0
QA-003717,INT-013943,0.93,0,0,0
QA-003718,INT-044033,0.95,0,0,0
QA-003719,INT-044032,0.88,0,0,0
QA-003720,INT-010160,0.0,1,0,0
QA-003721,INT-028647,0.99,0,0,0
QA-003722,INT-013945,1.0,0,0,0
QA-003723,INT-025547,1.0,0,0,0
QA-003724,INT-044475,0.88,0,0,0
QA-003725,INT-032553,0.88,0,0,0
QA-003726,INT-008863,0.83,0,0,0
QA-003727,INT-035396,0.99,0,0,0
QA-003728,INT-012115,0.0,1,0,0
QA-003729,INT-007052,0.87,0,0,0
QA-003730,INT-027940,0.95,0,0,0
QA-003731,INT-028872,1.0,0,0,0
QA-003732,INT-024292,1.0,0,0,0
QA-003733,INT-020919,0.94,0,0,0
QA-003734,INT-035565,0.96,0,0,0
QA-003735,INT-038413,0.0,0,1,0
QA-003736,INT-045026,1.0,0,0,0
QA-003737,INT-023361,0.98,0,0,0
QA-003738,INT-045025,1.0,0,0,0
QA-003739,INT-038416,0.85,0,0,0
QA-003740,INT-041241,0.98,0,0,0
QA-003741,INT-045120,0.0,0,1,0
QA-003742,INT-020920,0.9,0,0,0
QA-003743,INT-001326,0.93,0,0,0
QA-003744,INT-015733,0.95,0,0,0
QA-003745,INT-023989,0.99,0,0,0
QA-003746,INT-026038,1.0,0,0,0
QA-003747,INT-006510,1.0,0,0,0
QA-003748,INT-034895,0.93,0,0,0
QA-003749,INT-019191,0.99,0,0,0
QA-003750,INT-011043,1.0,0,0,0
QA-003751,INT-037429,0.96,0,0,0
QA-003752,INT-036960,0.0,1,0,0
QA-003753,INT-010833,0.92,0,0,0
QA-003754,INT-017844,0.94,0,0,0
QA-003755,INT-040208,0.98,0,0,0
QA-003756,INT-046998,0.84,0,0,0
QA-003757,INT-033540,0.96,0,0,0
QA-003758,INT-025129,0.99,0,0,0
QA-003759,INT-032551,0.0,0,0,1
QA-003760,INT-044041,0.98,0,0,0
QA-003761,INT-044043,0.96,0,0,0
QA-003762,INT-028185,0.85,0,0,0
QA-003763,INT-011838,0.98,0,0,0
QA-003764,INT-032057,0.99,0,0,0
QA-003765,INT-040057,0.83,0,0,0
QA-003766,INT-013355,0.69,0,0,0
QA-003767,INT-025384,0.0,1,0,0
QA-003768,INT-043377,0.9,0,0,0
QA-003769,INT-046816,1.0,0,0,0
QA-003770,INT-046845,0.0,0,1,0
QA-003771,INT-011836,0.0,0,1,0
QA-003772,INT-033893,0.97,0,0,0
QA-003773,INT-021523,0.88,0,0,0
QA-003774,INT-026626,0.96,0,0,0
QA-003775,INT-027843,0.79,0,0,0
QA-003776,INT-013356,0.84,0,0,0
QA-003777,INT-009852,0.75,0,0,0
QA-003778,INT-026624,1.0,0,0,0
QA-003779,INT-042325,0.93,0,0,0
QA-003780,INT-041176,0.0,0,1,0
QA-003781,INT-040041,0.88,0,0,0
QA-003782,INT-006936,0.91,0,0,0
QA-003783,INT-017173,0.86,0,0,0
QA-003784,INT-015324,1.0,0,0,0
QA-003785,INT-005527,0.97,0,0,0
QA-003786,INT-017858,0.99,0,0,0
QA-003787,INT-017768,0.82,0,0,0
QA-003788,INT-036274,0.95,0,0,0
QA-003789,INT-005616,0.91,0,0,0
QA-003790,INT-005612,0.97,0,0,0
QA-003791,INT-005614,1.0,0,0,0
QA-003792,INT-020238,1.0,0,0,0
QA-003793,INT-013083,0.0,0,0,1
QA-003794,INT-020242,0.85,0,0,0
QA-003795,INT-036726,0.97,0,0,0
QA-003796,INT-009479,1.0,0,0,0
QA-003797,INT-000961,1.0,0,0,0
QA-003798,INT-005956,0.99,0,0,0
QA-003799,INT-008109,0.99,0,0,0
QA-003800,INT-004436,0.89,0,0,0
QA-003801,INT-023520,1.0,0,0,0
QA-003802,INT-019623,0.94,0,0,0
QA-003803,INT-027744,0.94,0,0,0
QA-003804,INT-033464,0.89,0,0,0
QA-003805,INT-004437,0.97,0,0,0
QA-003806,INT-011556,0.98,0,0,0
QA-003807,INT-016193,0.91,0,0,0
QA-003808,INT-012705,0.0,0,1,0
QA-003809,INT-002264,1.0,0,0,0
QA-003810,INT-030591,1.0,0,0,0
QA-003811,INT-041121,1.0,0,0,0
QA-003812,INT-045263,1.0,0,0,0
QA-003813,INT-002262,0.97,0,0,0
QA-003814,INT-037046,0.99,0,0,0
QA-003815,INT-005980,0.99,0,0,0
QA-003816,INT-020654,0.95,0,0,0
QA-003817,INT-016677,0.91,0,0,0
QA-003818,INT-013525,1.0,0,0,0
QA-003819,INT-013528,0.95,0,0,0
QA-003820,INT-018830,1.0,0,0,0
QA-003821,INT-032815,0.88,0,0,0
QA-003822,INT-036785,0.94,0,0,0
QA-003823,INT-027686,1.0,0,0,0
QA-003824,INT-007537,0.0,1,0,0
QA-003825,INT-019624,1.0,0,0,0
QA-003826,INT-034868,0.95,0,0,0
QA-003827,INT-013530,1.0,0,0,0
QA-003828,INT-000713,1.0,0,0,0
QA-003829,INT-042992,0.0,0,1,0
QA-003830,INT-002093,1.0,0,0,0
QA-003831,INT-007538,1.0,0,0,0
QA-003832,INT-008169,0.0,1,0,0
QA-003833,INT-001248,0.89,0,0,0
QA-003834,INT-001247,0.94,0,0,0
QA-003835,INT-038614,0.87,0,0,0
QA-003836,INT-015440,0.0,1,0,0
QA-003837,INT-008081,0.95,0,0,0
QA-003838,INT-023822,0.83,0,0,0
QA-003839,INT-033452,1.0,0,0,0
QA-003840,INT-033453,0.93,0,0,0
QA-003841,INT-006361,0.0,1,0,0
QA-003842,INT-023823,0.78,0,0,0
QA-003843,INT-017030,0.96,0,0,0
QA-003844,INT-046468,1.0,0,0,0
QA-003845,INT-045667,1.0,0,0,0
QA-003846,INT-027707,1.0,0,0,0
QA-003847,INT-042787,0.99,0,0,0
QA-003848,INT-006212,0.0,0,1,0
QA-003849,INT-024024,0.96,0,0,0
QA-003850,INT-032425,0.9,0,0,0
QA-003851,INT-045377,1.0,0,0,0
QA-003852,INT-016716,0.98,0,0,0
QA-003853,INT-040634,0.99,0,0,0
QA-003854,INT-000116,0.95,0,0,0
QA-003855,INT-012757,0.97,0,0,0
QA-003856,INT-035369,0.77,0,0,0
QA-003857,INT-010386,0.99,0,0,0
QA-003858,INT-012406,1.0,0,0,0
QA-003859,INT-033951,0.87,0,0,0
QA-003860,INT-044990,0.98,0,0,0
QA-003861,INT-029628,0.97,0,0,0
QA-003862,INT-029720,0.92,0,0,0
QA-003863,INT-028013,0.92,0,0,0
QA-003864,INT-029281,1.0,0,0,0
QA-003865,INT-037832,0.97,0,0,0
QA-003866,INT-029955,1.0,0,0,0
QA-003867,INT-011204,0.89,0,0,0
QA-003868,INT-017694,0.94,0,0,0
QA-003869,INT-035427,1.0,0,0,0
QA-003870,INT-000092,0.88,0,0,0
QA-003871,INT-029630,0.78,0,0,0
QA-003872,INT-024588,0.83,0,0,0
QA-003873,INT-007429,0.92,0,0,0
QA-003874,INT-008430,0.86,0,0,0
QA-003875,INT-037824,0.96,0,0,0
QA-003876,INT-029764,0.0,0,1,0
QA-003877,INT-035112,0.88,0,0,0
QA-003878,INT-023543,0.98,0,0,0
QA-003879,INT-041732,0.0,0,0,1
QA-003880,INT-030978,0.97,0,0,0
QA-003881,INT-044587,1.0,0,0,0
QA-003882,INT-005720,0.0,1,0,0
QA-003883,INT-041284,1.0,0,0,0
QA-003884,INT-011948,1.0,0,0,0
QA-003885,INT-006905,0.92,0,0,0
QA-003886,INT-044000,0.93,0,0,0
QA-003887,INT-043996,0.98,0,0,0
QA-003888,INT-007718,0.92,0,0,0
QA-003889,INT-019323,1.0,0,0,0
QA-003890,INT-008276,0.94,0,0,0
QA-003891,INT-019885,0.95,0,0,0
QA-003892,INT-039124,0.94,0,0,0
QA-003893,INT-025522,0.88,0,0,0
QA-003894,INT-023881,0.85,0,0,0
QA-003895,INT-035981,0.93,0,0,0
QA-003896,INT-025347,0.88,0,0,0
QA-003897,INT-006768,0.91,0,0,0
QA-003898,INT-030656,0.97,0,0,0
QA-003899,INT-019079,0.0,0,1,0
QA-003900,INT-012511,0.88,0,0,0
QA-003901,INT-027906,0.84,0,0,0
QA-003902,INT-023878,1.0,0,0,0
QA-003903,INT-030434,0.96,0,0,0
QA-003904,INT-015526,1.0,0,0,0
QA-003905,INT-015629,0.0,0,0,1
QA-003906,INT-041668,1.0,0,0,0
QA-003907,INT-033112,1.0,0,0,0
QA-003908,INT-004239,0.85,0,0,0
QA-003909,INT-021410,0.0,1,0,1
QA-003910,INT-027907,0.95,0,0,0
QA-003911,INT-023372,0.0,0,1,0
QA-003912,INT-018135,0.0,1,0,0
QA-003913,INT-019187,0.88,0,0,0
QA-003914,INT-040393,0.92,0,0,0
QA-003915,INT-028954,1.0,0,0,0
QA-003916,INT-034007,0.93,0,0,0
QA-003917,INT-041808,1.0,0,0,0
QA-003918,INT-046595,1.0,0,0,0
QA-003919,INT-036524,0.0,0,1,0
QA-003920,INT-007065,0.82,0,0,0
QA-003921,INT-021648,0.89,0,0,0
QA-003922,INT-026196,0.99,0,0,0
QA-003923,INT-015393,0.84,0,0,0
QA-003924,INT-040249,0.98,0,0,0
QA-003925,INT-003557,1.0,0,0,0
QA-003926,INT-024315,0.87,0,0,0
QA-003927,INT-032297,0.96,0,0,0
QA-003928,INT-003559,1.0,0,0,0
QA-003929,INT-003555,1.0,0,0,0
QA-003930,INT-026194,0.89,0,0,0
QA-003931,INT-019358,1.0,0,0,0
QA-003932,INT-038502,0.0,0,1,0
QA-003933,INT-000027,0.0,1,0,0
QA-003934,INT-027499,1.0,0,0,0
QA-003935,INT-023692,0.0,1,0,0
QA-003936,INT-000026,0.0,0,0,1
QA-003937,INT-034749,0.92,0,0,0
QA-003938,INT-004674,0.0,0,1,0
QA-003939,INT-038126,0.99,0,0,0
QA-003940,INT-000022,0.94,0,0,0
QA-003941,INT-010307,1.0,0,0,0
QA-003942,INT-034102,0.92,0,0,0
QA-003943,INT-001394,0.87,0,0,0
QA-003944,INT-041645,0.96,0,0,0
QA-003945,INT-025123,0.93,0,0,0
QA-003946,INT-025265,0.96,0,0,0
QA-003947,INT-006717,0.93,0,0,0
QA-003948,INT-018180,1.0,0,0,0
QA-003949,INT-046629,0.92,0,0,0
QA-003950,INT-030099,1.0,0,0,0
QA-003951,INT-005548,0.95,0,0,0
QA-003952,INT-030464,0.95,0,0,0
QA-003953,INT-026866,1.0,0,0,0
QA-003954,INT-018306,1.0,0,0,0
QA-003955,INT-034481,0.99,0,0,0
QA-003956,INT-012901,0.0,1,0,0
QA-003957,INT-039478,0.0,1,0,0
QA-003958,INT-011216,1.0,0,0,0
QA-003959,INT-043814,0.95,0,0,0
QA-003960,INT-035957,0.95,0,0,0
QA-003961,INT-004055,0.94,0,0,0
QA-003962,INT-004057,0.88,0,0,0
QA-003963,INT-020053,0.0,0,1,0
QA-003964,INT-032224,1.0,0,0,0
QA-003965,INT-026061,0.91,0,0,0
QA-003966,INT-022297,0.92,0,0,0
QA-003967,INT-045372,0.81,0,0,0
QA-003968,INT-006405,1.0,0,0,0
QA-003969,INT-006409,0.83,0,0,0
QA-003970,INT-024255,0.0,1,0,0
QA-003971,INT-030248,1.0,0,0,0
QA-003972,INT-017755,0.97,0,0,0
QA-003973,INT-011678,0.0,1,0,0
QA-003974,INT-037656,0.0,1,0,0
QA-003975,INT-043388,0.0,0,1,0
QA-003976,INT-000812,0.97,0,0,0
QA-003977,INT-036349,0.94,0,0,0
QA-003978,INT-005358,0.82,0,0,0
QA-003979,INT-022317,0.93,0,0,0
QA-003980,INT-035614,0.89,0,0,0
QA-003981,INT-022314,0.88,0,0,0
QA-003982,INT-000746,0.96,0,0,0
QA-003983,INT-018348,0.95,0,0,0
QA-003984,INT-008417,1.0,0,0,0
QA-003985,INT-019998,0.89,0,0,0
QA-003986,INT-044048,0.81,0,0,0
QA-003987,INT-019999,0.95,0,0,0
QA-003988,INT-031803,0.85,0,0,0
QA-003989,INT-023956,0.93,0,0,0
QA-003990,INT-030677,0.9,0,0,0
QA-003991,INT-045738,0.93,0,0,0
QA-003992,INT-037405,1.0,0,0,0
QA-003993,INT-030678,0.95,0,0,0
QA-003994,INT-044601,1.0,0,0,0
QA-003995,INT-002342,0.0,1,0,0
QA-003996,INT-000971,0.99,0,0,0
QA-003997,INT-029634,0.94,0,0,0
QA-003998,INT-009301,0.94,0,0,0
QA-003999,INT-000425,0.95,0,0,0
QA-004000,INT-045942,1.0,0,0,0
QA-004001,INT-032639,0.89,0,0,0
QA-004002,INT-011698,0.0,1,0,0
QA-004003,INT-023778,0.79,0,0,0
QA-004004,INT-021278,0.87,0,0,0
QA-004005,INT-022342,1.0,0,0,0
QA-004006,INT-002690,0.93,0,0,0
QA-004007,INT-017638,1.0,0,0,0
QA-004008,INT-039597,0.92,0,0,0
QA-004009,INT-011696,0.94,0,0,0
QA-004010,INT-012215,0.81,0,0,0
QA-004011,INT-021499,0.89,0,0,0
QA-004012,INT-018591,1.0,0,0,0
QA-004013,INT-020763,0.0,0,1,0
QA-004014,INT-032166,1.0,0,0,0
QA-004015,INT-019587,0.99,0,0,0
QA-004016,INT-042203,1.0,0,0,0
QA-004017,INT-034034,0.91,0,0,0
QA-004018,INT-031328,0.92,0,0,0
QA-004019,INT-032163,1.0,0,0,0
QA-004020,INT-032165,1.0,0,0,0
QA-004021,INT-041193,0.97,0,0,0
QA-004022,INT-035833,0.82,0,0,0
QA-004023,INT-042202,0.92,0,0,0
QA-004024,INT-038875,0.84,0,0,0
QA-004025,INT-039915,0.88,0,0,0
QA-004026,INT-040032,0.97,0,0,0
QA-004027,INT-033401,0.95,0,0,0
QA-004028,INT-035438,0.0,1,0,0
QA-004029,INT-039914,0.89,0,0,0
QA-004030,INT-029750,1.0,0,0,0
QA-004031,INT-004213,1.0,0,0,0
QA-004032,INT-045764,0.0,1,0,0
QA-004033,INT-045761,0.95,0,0,0
QA-004034,INT-005618,0.0,1,0,0
QA-004035,INT-033768,0.86,0,0,0
QA-004036,INT-015335,0.89,0,0,0
QA-004037,INT-020796,0.92,0,0,0
QA-004038,INT-033807,0.96,0,0,0
QA-004039,INT-029075,1.0,0,0,0
QA-004040,INT-007613,0.94,0,0,0
QA-004041,INT-033873,1.0,0,0,0
QA-004042,INT-002560,1.0,0,0,0
QA-004043,INT-046026,1.0,0,0,0
QA-004044,INT-046021,0.88,0,0,0
QA-004045,INT-007614,0.0,1,0,0
QA-004046,INT-014114,0.0,1,0,0
QA-004047,INT-008091,0.89,0,0,0
QA-004048,INT-034293,0.99,0,0,0
QA-004049,INT-031929,0.0,0,1,0
QA-004050,INT-022960,0.91,0,0,0
QA-004051,INT-006897,0.9,0,0,0
QA-004052,INT-044282,1.0,0,0,0
QA-004053,INT-020541,0.98,0,0,0
QA-004054,INT-017445,0.0,1,0,0
QA-004055,INT-041587,0.89,0,0,0
QA-004056,INT-001275,0.89,0,0,0
QA-004057,INT-000295,0.88,0,0,0
QA-004058,INT-028894,0.96,0,0,0
QA-004059,INT-039097,0.88,0,0,0
QA-004060,INT-011161,0.9,0,0,0
QA-004061,INT-037955,0.0,0,1,0
QA-004062,INT-017146,0.94,0,0,0
QA-004063,INT-042503,0.97,0,0,0
QA-004064,INT-006868,0.9,0,0,0
QA-004065,INT-003984,0.93,0,0,0
QA-004066,INT-025510,0.96,0,0,0
QA-004067,INT-008879,0.0,0,0,1
QA-004068,INT-045298,0.93,0,0,0
QA-004069,INT-010625,0.97,0,0,0
QA-004070,INT-008880,0.91,0,0,0
QA-004071,INT-039636,0.97,0,0,0
QA-004072,INT-003682,1.0,0,0,0
QA-004073,INT-033689,0.86,0,0,0
QA-004074,INT-037100,0.81,0,0,0
QA-004075,INT-003103,0.92,0,0,0
QA-004076,INT-022569,0.78,0,0,0
