ticket_id,origin,symptom_cat,symptom,status,product,ticket_owner,language,fcr,escalated,ticket_created,ticket_closed,last_interaction_time,resolution_after_last_interaction_hours,lifecycle_hours
TKT-10671,chat,rma,replacement,closed,eardrop_headphones,12,french,0,0,2024-12-02 13:46:45,2024-12-06 15:00:24.400,2024-12-02 21:30:24.400,89.5,97.22761111111112
TKT-10672,email,complaint,product complaint,new,eardrop_headphones,9,english,1,0,2025-01-23 01:25:31,,,,
TKT-10673,phone,complaint,product complaint,closed,on-ear_headphones,7,french,0,1,2024-08-21 05:08:47,2024-08-23 05:23:59.800,2024-08-21 19:23:59.800,34.0,48.25355555555555
TKT-10674,phone,troubleshooting,sound resolution,closed,eardrop_headphones,4,german,1,0,2025-04-07 05:02:26,2025-04-09 09:10:32.000,2025-04-07 18:10:32.000,39.0,52.135
TKT-10675,phone,finance,payment details,closed,eardrop_headphones,5,english,0,0,2024-09-25 03:57:15,2024-09-27 19:34:06.000,2024-09-25 10:04:06.000,57.5,63.61416666666667
TKT-10676,phone,complaint,product complaint,closed,amplifier,1,french,0,0,2025-03-21 12:34:17,2025-03-23 00:19:17.400,2025-03-21 20:19:17.400,28.0,35.75011111111111
TKT-10677,chat,complaint,product complaint,closed,eardrop_headphones,9,english,0,0,2024-04-12 02:13:45,2024-04-13 21:31:05.800,2024-04-12 20:31:05.800,25.0,43.289111111111104
TKT-10678,phone,finance,unsuccessful payment,closed,on-ear_headphones,2,english,0,0,2024-07-19 04:21:34,2024-07-20 21:56:39.000,2024-07-19 09:56:39.000,36.0,41.584722222222226
TKT-10679,phone,finance,unsuccessful payment,closed,on-ear_headphones,9,french,0,1,2025-04-01 15:38:45,2025-04-04 04:27:33.400,2025-04-01 20:57:33.400,55.5,60.81344444444444
TKT-10680,phone,logistics,lost package,closed,speaker_40wt,2,german,0,0,2024-11-22 21:09:28,2024-11-26 05:38:58.400,2024-11-23 09:38:58.400,68.0,80.49177777777778
TKT-10681,chat,finance,payment details,closed,speaker_40wt,1,german,0,0,2023-12-04 20:40:21,2023-12-06 22:12:58.200,2023-12-05 09:42:58.200,36.5,49.54366666666667
TKT-10682,email,rma,return,closed,speaker_20wt,8,english,0,0,2025-07-21 19:48:01,2025-07-27 08:55:07.800,2025-07-22 20:55:07.800,108.0,133.11855555555556
TKT-10683,phone,troubleshooting,power supply,open,on-ear_headphones,10,english,0,1,2025-05-03 05:21:41,,,,
TKT-10684,email,troubleshooting,sound resolution,closed,speaker_flagship,5,german,1,0,2024-05-02 18:33:37,2024-05-04 15:56:03.600,2024-05-02 19:26:03.600,44.5,45.37405555555556
TKT-10685,phone,troubleshooting,power supply,closed,on-ear_headphones,1,english,0,0,2024-09-05 00:33:49,2024-09-07 02:55:53.800,2024-09-05 10:55:53.800,40.0,50.367999999999995
TKT-10686,chat,product,product consulting / information,closed,on-ear_headphones,5,english,1,0,2025-02-28 11:45:32,2025-03-01 06:42:13.400,2025-02-28 09:42:13.400,21.0,18.94483333333333
TKT-10687,phone,troubleshooting,power supply,closed,on-ear_headphones,1,german,0,0,2023-10-30 09:11:57,2023-10-31 10:59:05.200,2023-10-30 09:59:05.200,25.0,25.78561111111111
TKT-10688,phone,logistics,status of the order,closed,on-ear_headphones,7,german,0,0,2025-08-15 18:55:46,2025-08-18 00:05:32.400,2025-08-15 20:35:32.400,51.5,53.16288888888889
TKT-10689,phone,troubleshooting,bluetooth connection,closed,speaker_flagship,6,german,0,0,2025-07-09 21:57:47,2025-07-11 18:14:14.200,2025-07-10 09:44:14.200,32.5,44.27422222222223
TKT-10690,chat,rma,replacement,closed,eardrop_headphones,9,english,0,0,2025-03-13 20:57:30,2025-03-14 14:46:44.600,2025-03-13 09:46:44.600,29.0,17.820722222222223
TKT-10691,chat,troubleshooting,bluetooth connection,new,turntable,2,german,0,0,2025-07-16 06:59:44,,,,
TKT-10692,phone,rma,return,closed,amplifier,5,english,0,0,2023-11-21 16:46:21,2023-11-25 06:02:58.400,2023-11-21 21:02:58.400,81.0,85.27705555555556
TKT-10693,phone,logistics,status of the order,closed,eardrop_headphones,9,english,0,0,2025-07-02 11:16:07,2025-07-05 04:16:43.800,2025-07-02 19:46:43.800,56.5,65.01022222222223
TKT-10694,chat,logistics,lost package,closed,speaker_20wt,3,german,1,0,2025-06-02 14:01:15,2025-06-03 14:54:09.600,2025-06-02 09:54:09.600,29.0,24.881833333333336
TKT-10695,email,logistics,status of the order,closed,on-ear_headphones,2,english,0,0,2025-05-02 19:51:12,2025-05-04 17:15:18.600,2025-05-02 19:45:18.600,45.5,45.401833333333336
TKT-10696,chat,rma,replacement,closed,amplifier,6,german,0,0,2023-11-22 17:38:41,2023-11-23 16:18:42.600,2023-11-22 09:18:42.600,31.0,22.66711111111111
TKT-10697,phone,logistics,status of the order,closed,eardrop_headphones,6,german,1,0,2024-09-18 02:41:41,2024-09-19 18:45:16.000,2024-09-18 09:15:16.000,33.5,40.05972222222222
TKT-10698,phone,troubleshooting,power supply,closed,on-ear_headphones,2,english,1,0,2025-08-01 11:40:05,2025-08-03 13:47:26.400,2025-08-01 09:47:26.400,52.0,50.12261111111111
TKT-10699,phone,finance,payment details,closed,speaker_20wt,9,english,0,0,2024-11-13 00:19:41,2024-11-16 15:14:45.400,2024-11-13 19:44:45.400,67.5,86.9178888888889
TKT-10700,phone,complaint,product complaint,closed,speaker_20wt,8,german,1,0,2024-06-07 10:21:42,2024-06-10 11:40:10.400,2024-06-07 20:10:10.400,63.5,73.3078888888889
TKT-10701,chat,rma,replacement,closed,eardrop_headphones,10,english,0,0,2024-03-11 17:01:29,2024-03-14 12:28:05.200,2024-03-11 10:58:05.200,73.5,67.44338888888889
TKT-10702,phone,rma,return,closed,eardrop_headphones,3,german,0,0,2024-03-28 16:19:55,2024-04-01 06:24:05.200,2024-03-28 20:24:05.200,82.0,86.0695
TKT-10703,email,finance,unsuccessful payment,closed,speaker_20wt,2,english,0,1,2025-06-24 23:53:24,2025-06-26 12:19:18.400,2025-06-25 11:19:18.400,25.0,36.431777777777775
TKT-10704,chat,troubleshooting,sound resolution,closed,speaker_20wt,12,english,1,0,2024-08-03 02:34:34,2024-08-04 19:48:54.400,2024-08-03 10:18:54.400,33.5,41.239
TKT-10705,phone,rma,replacement,closed,on-ear_headphones,10,english,1,0,2024-03-09 11:01:11,2024-03-14 12:06:47.400,2024-03-09 21:06:47.400,111.0,121.09344444444446
TKT-10706,email,product,product consulting / information,closed,on-ear_headphones,7,english,1,0,2024-04-01 12:23:46,2024-04-02 18:25:57.000,2024-04-01 09:55:57.000,32.5,30.03638888888889
TKT-10707,phone,logistics,status of the order,closed,eardrop_headphones,12,french,1,0,2025-04-17 18:44:23,2025-04-20 05:18:18.200,2025-04-17 09:18:18.200,68.0,58.565333333333335
TKT-10708,phone,rma,replacement,closed,amplifier,1,french,0,0,2024-07-17 08:39:24,2024-07-21 08:34:55.000,2024-07-17 18:34:55.000,86.0,95.92527777777778
TKT-10709,chat,rma,replacement,closed,eardrop_headphones,8,french,1,0,2023-11-20 04:15:07,2023-11-24 13:23:45.000,2023-11-20 20:53:45.000,88.5,105.1438888888889
TKT-10710,phone,complaint,product complaint,closed,speaker_40wt,5,english,0,0,2024-01-11 23:49:20,2024-01-15 05:09:49.000,2024-01-12 09:09:49.000,68.0,77.34138888888889
TKT-10711,phone,troubleshooting,sound resolution,closed,speaker_40wt,9,french,1,0,2025-05-19 17:08:19,2025-05-21 23:11:49.400,2025-05-19 20:41:49.400,50.5,54.05844444444444
TKT-10712,email,rma,return,closed,speaker_40wt,2,english,0,0,2023-10-20 23:12:11,2023-10-25 08:04:16.200,2023-10-21 21:34:16.200,82.5,104.86811111111112
TKT-10713,email,troubleshooting,bluetooth connection,closed,speaker_20wt,4,english,1,0,2025-01-07 10:47:21,2025-01-09 08:31:24.600,2025-01-07 09:31:24.600,47.0,45.73433333333333
TKT-10714,chat,troubleshooting,firmware,closed,eardrop_headphones,5,french,0,0,2024-11-08 08:19:28,2024-11-10 07:45:39.600,2024-11-08 19:45:39.600,36.0,47.43655555555556
TKT-10715,email,logistics,status of the order,new,eardrop_headphones,11,french,0,0,2024-05-16 19:34:10,,,,
TKT-10716,email,finance,unsuccessful payment,closed,turntable,4,english,0,0,2024-07-27 14:29:54,2024-07-29 14:39:00.000,2024-07-27 09:39:00.000,53.0,48.151666666666664
TKT-10717,email,product,product consulting / information,closed,on-ear_headphones,3,french,1,0,2024-06-04 18:45:04,2024-06-05 19:30:33.400,2024-06-04 09:30:33.400,34.0,24.758166666666664
TKT-10718,chat,product,product consulting / information,closed,speaker_40wt,9,german,1,0,2024-04-24 07:06:54,2024-04-25 19:23:10.200,2024-04-24 09:23:10.200,34.0,36.271166666666666
TKT-10719,phone,troubleshooting,power supply,closed,speaker_40wt,1,english,0,0,2025-06-19 05:36:30,2025-06-21 07:10:52.800,2025-06-19 19:10:52.800,36.0,49.57299999999999
TKT-10720,phone,product,product consulting / information,closed,eardrop_headphones,9,english,1,0,2024-01-03 10:56:25,2024-01-04 07:26:50.800,2024-01-03 09:56:50.800,21.5,20.507166666666667
TKT-10721,chat,logistics,status of the order,closed,speaker_20wt,7,german,0,0,2025-01-11 13:13:14,2025-01-14 03:44:16.000,2025-01-11 09:44:16.000,66.0,62.51722222222222
TKT-10722,email,product,product consulting / information,closed,turntable,11,french,1,0,2023-10-09 20:39:34,2023-10-10 06:28:55.200,2023-10-09 08:28:55.200,22.0,9.822555555555555
TKT-10723,chat,troubleshooting,bluetooth connection,closed,amplifier,9,english,1,0,2023-09-18 15:33:40,2023-09-19 20:48:32.000,2023-09-18 10:18:32.000,34.5,29.247777777777777
TKT-10724,email,rma,replacement,closed,speaker_20wt,8,german,0,0,2023-11-08 17:01:46,2023-11-10 20:06:34.600,2023-11-08 18:36:34.600,49.5,51.08016666666667
TKT-10725,chat,logistics,status of the order,closed,on-ear_headphones,1,english,1,0,2025-08-19 11:10:51,2025-08-21 16:17:09.400,2025-08-19 09:17:09.400,55.0,53.10511111111111
TKT-10726,chat,finance,unsuccessful payment,closed,on-ear_headphones,9,english,0,0,2024-04-20 02:11:00,2024-04-23 04:19:48.600,2024-04-20 09:49:48.600,66.5,74.14683333333333
TKT-10727,phone,troubleshooting,firmware,closed,on-ear_headphones,10,french,1,0,2025-02-05 00:08:58,2025-02-06 11:59:33.400,2025-02-05 09:29:33.400,26.5,35.84316666666666
TKT-10728,email,finance,payment details,closed,speaker_40wt,11,english,0,0,2025-06-04 03:09:37,2025-06-06 12:25:38.000,2025-06-04 20:25:38.000,40.0,57.26694444444445
TKT-10729,email,complaint,product complaint,closed,on-ear_headphones,5,english,0,0,2024-05-27 06:55:51,2024-05-30 16:22:25.400,2024-05-27 21:52:25.400,66.5,81.4428888888889
TKT-10730,email,rma,replacement,closed,speaker_20wt,2,german,0,0,2025-03-07 02:37:54,2025-03-11 21:23:40.000,2025-03-07 21:53:40.000,95.5,114.76277777777777
TKT-10731,chat,rma,replacement,open,eardrop_headphones,3,french,1,0,2025-01-09 21:00:06,,,,
TKT-10732,email,complaint,product complaint,closed,on-ear_headphones,10,german,1,0,2025-07-12 00:50:25,2025-07-15 16:03:20.600,2025-07-12 20:03:20.600,68.0,87.21544444444444
TKT-10733,chat,product,product consulting / information,closed,speaker_20wt,1,english,1,0,2023-09-19 05:14:16,2023-09-20 04:09:56.000,2023-09-19 08:39:56.000,19.5,22.927777777777777
TKT-10734,phone,troubleshooting,bluetooth connection,closed,on-ear_headphones,10,french,0,0,2025-01-15 02:00:43,2025-01-17 14:23:46.400,2025-01-15 19:53:46.400,42.5,60.384277777777775
TKT-10735,email,troubleshooting,power supply,closed,on-ear_headphones,5,german,1,0,2023-12-07 02:19:27,2023-12-09 13:40:41.600,2023-12-07 09:40:41.600,52.0,59.354055555555554
TKT-10736,chat,product,product consulting / information,closed,on-ear_headphones,7,german,1,0,2024-02-19 03:47:33,2024-02-20 19:38:40.000,2024-02-19 09:38:40.000,34.0,39.85194444444444
TKT-10737,chat,troubleshooting,power supply,closed,eardrop_headphones,1,german,0,0,2023-09-19 06:20:07,2023-09-21 15:18:09.200,2023-09-19 19:48:09.200,43.5,56.96727777777778
TKT-10738,phone,product,product consulting / information,closed,on-ear_headphones,2,french,1,0,2023-09-22 04:40:37,2023-09-24 00:57:55.400,2023-09-22 18:27:55.400,30.5,44.288444444444444
TKT-10739,email,logistics,status of the order,closed,speaker_flagship,12,german,1,0,2024-09-05 22:38:58,2024-09-08 20:56:34.200,2024-09-06 09:26:34.200,59.5,70.2933888888889
TKT-10740,email,product,product consulting / information,open,speaker_20wt,6,english,1,0,2023-12-29 20:24:27,,,,
TKT-10741,phone,troubleshooting,bluetooth connection,closed,amplifier,10,english,0,0,2024-02-12 19:02:36,2024-02-14 09:16:02.000,2024-02-12 10:46:02.000,46.5,38.22388888888889
TKT-10742,phone,troubleshooting,bluetooth connection,closed,turntable,4,german,1,0,2024-02-12 03:52:58,2024-02-14 07:30:16.200,2024-02-12 09:30:16.200,46.0,51.621722222222225
TKT-10743,chat,troubleshooting,bluetooth connection,closed,on-ear_headphones,5,french,0,0,2024-08-28 04:02:42,2024-08-30 06:20:07.800,2024-08-28 20:50:07.800,33.5,50.290499999999994
TKT-10744,email,logistics,status of the order,closed,amplifier,5,german,1,0,2024-07-02 22:03:43,2024-07-06 05:39:40.800,2024-07-03 09:39:40.800,68.0,79.59938888888888
TKT-10745,phone,troubleshooting,power supply,closed,amplifier,4,german,0,0,2024-08-29 04:58:46,2024-08-31 08:37:49.600,2024-08-29 20:37:49.600,36.0,51.651
TKT-10746,phone,complaint,product complaint,closed,eardrop_headphones,10,german,0,0,2025-07-15 05:34:41,2025-07-16 22:31:15.200,2025-07-15 09:31:15.200,37.0,40.94283333333334
TKT-10747,email,logistics,status of the order,closed,on-ear_headphones,5,english,1,0,2024-05-29 10:12:43,2024-06-01 17:05:20.800,2024-05-29 21:05:20.800,68.0,78.87716666666667
TKT-10748,phone,finance,payment details,closed,eardrop_headphones,10,french,0,0,2023-12-26 00:18:12,2023-12-29 11:53:33.800,2023-12-26 20:23:33.800,63.5,83.58938888888889
TKT-10749,phone,troubleshooting,power supply,closed,eardrop_headphones,6,french,0,0,2024-07-12 20:11:17,2024-07-15 13:45:53.400,2024-07-13 20:15:53.400,41.5,65.57677777777778
TKT-10750,chat,troubleshooting,power supply,closed,turntable,9,german,0,0,2023-11-17 14:30:51,2023-11-19 14:02:38.400,2023-11-17 21:02:38.400,41.0,47.52983333333333
TKT-10751,chat,rma,return,closed,eardrop_headphones,10,english,0,0,2024-09-21 22:38:55,2024-09-26 12:52:21.000,2024-09-22 10:22:21.000,98.5,110.2238888888889
TKT-10752,email,product,product consulting / information,closed,eardrop_headphones,12,french,1,0,2025-05-03 11:15:30,2025-05-04 06:33:08.800,2025-05-03 10:33:08.800,20.0,19.29411111111111
TKT-10753,phone,finance,payment details,closed,on-ear_headphones,12,english,0,1,2023-11-15 13:04:51,2023-11-18 04:34:18.800,2023-11-15 20:34:18.800,56.0,63.491055555555555
TKT-10754,chat,troubleshooting,power supply,closed,speaker_20wt,10,german,1,0,2023-11-02 06:04:54,2023-11-04 06:24:23.400,2023-11-02 21:24:23.400,33.0,48.32483333333333
TKT-10755,chat,troubleshooting,power supply,closed,amplifier,11,english,1,0,2025-07-17 06:19:45,2025-07-18 19:42:06.200,2025-07-17 09:42:06.200,34.0,37.37255555555556
TKT-10756,phone,rma,return,closed,amplifier,10,english,0,0,2024-09-30 11:01:58,2024-10-02 23:43:27.200,2024-09-30 20:43:27.200,51.0,60.69144444444445
TKT-10757,email,complaint,service complaint,closed,amplifier,12,german,0,1,2025-02-07 23:04:08,2025-02-11 05:42:27.200,2025-02-08 09:42:27.200,68.0,78.63866666666667
TKT-10758,email,rma,return,closed,amplifier,10,german,0,0,2024-01-23 22:24:11,2024-01-25 10:27:43.400,2024-01-23 19:57:43.400,38.5,36.059
TKT-10759,email,rma,return,closed,eardrop_headphones,1,french,0,1,2025-06-28 02:13:32,2025-07-02 17:45:01.400,2025-06-28 20:15:01.400,93.5,111.52483333333333
TKT-10760,chat,troubleshooting,sound resolution,closed,speaker_40wt,4,french,1,0,2024-02-29 21:12:31,2024-03-02 12:29:04.200,2024-03-01 09:59:04.200,26.5,39.27588888888889
TKT-10761,phone,logistics,status of the order,closed,eardrop_headphones,11,french,0,1,2023-11-13 11:41:39,2023-11-15 14:40:44.200,2023-11-13 10:10:44.200,52.5,50.98477777777778
TKT-10762,email,troubleshooting,firmware,closed,eardrop_headphones,2,french,0,0,2023-09-26 02:54:15,2023-09-27 07:38:47.200,2023-09-26 10:08:47.200,21.5,28.742277777777776
TKT-10763,chat,product,product consulting / information,new,on-ear_headphones,4,german,1,0,2024-07-11 05:31:35,,,,
TKT-10764,email,product,product consulting / information,closed,eardrop_headphones,3,english,1,0,2023-11-13 08:25:04,2023-11-15 06:06:05.400,2023-11-13 20:36:05.400,33.5,45.68372222222222
TKT-10765,phone,troubleshooting,power supply,closed,speaker_20wt,3,german,0,0,2024-03-15 01:35:09,2024-03-16 12:11:58.400,2024-03-15 09:41:58.400,26.5,34.61372222222222
TKT-10766,chat,troubleshooting,power supply,closed,eardrop_headphones,5,german,1,0,2025-07-12 03:34:49,2025-07-13 17:11:50.600,2025-07-12 09:41:50.600,31.5,37.617111111111114
TKT-10767,email,rma,replacement,closed,eardrop_headphones,7,german,0,0,2025-02-06 11:51:50,2025-02-11 16:42:29.800,2025-02-06 20:42:29.800,116.0,124.84438888888889
TKT-10768,phone,logistics,status of the order,closed,eardrop_headphones,12,german,0,0,2024-11-29 10:49:20,2024-11-30 22:17:29.000,2024-11-29 09:47:29.000,36.5,35.469166666666666
TKT-10769,phone,logistics,status of the order,open,on-ear_headphones,2,german,0,0,2024-07-22 05:52:29,,,,
TKT-10770,email,complaint,product complaint,closed,on-ear_headphones,2,german,0,0,2025-05-24 18:35:20,2025-05-27 01:58:17.200,2025-05-24 09:28:17.200,64.5,55.382555555555555
TKT-10771,phone,troubleshooting,bluetooth connection,closed,eardrop_headphones,2,english,0,0,2023-10-23 17:14:50,2023-10-25 06:21:31.400,2023-10-23 09:21:31.400,45.0,37.1115
TKT-10772,phone,troubleshooting,power supply,open,on-ear_headphones,11,french,0,0,2023-12-23 23:07:00,,,,
TKT-10773,chat,rma,return,closed,eardrop_headphones,10,german,1,0,2025-07-04 17:41:02,2025-07-09 11:24:41.600,2025-07-04 19:24:41.600,112.0,113.72766666666666
TKT-10774,email,finance,payment details,closed,eardrop_headphones,4,french,0,0,2024-02-09 18:19:57,2024-02-12 03:12:02.200,2024-02-09 20:42:02.200,54.5,56.86811111111111
TKT-10775,email,troubleshooting,power supply,closed,speaker_20wt,7,english,0,0,2025-04-26 13:10:08,2025-04-28 02:43:28.600,2025-04-26 20:13:28.600,30.5,37.55572222222222
TKT-10776,email,complaint,product complaint,closed,eardrop_headphones,1,english,0,0,2025-01-29 06:10:46,2025-02-01 11:31:15.400,2025-01-29 20:31:15.400,63.0,77.34150000000001
TKT-10777,email,product,product consulting / information,new,speaker_40wt,3,german,1,0,2024-07-10 20:21:45,,,,
TKT-10778,chat,rma,replacement,closed,on-ear_headphones,4,english,0,0,2024-05-18 15:00:28,2024-05-22 14:39:06.800,2024-05-18 10:09:06.800,100.5,95.6441111111111
TKT-10779,phone,rma,return,closed,amplifier,11,english,0,0,2025-04-25 04:44:17,2025-04-28 10:45:50.200,2025-04-25 20:15:50.200,62.5,78.02588888888889
TKT-10780,phone,troubleshooting,bluetooth connection,closed,eardrop_headphones,11,german,1,0,2024-11-14 12:20:29,2024-11-16 08:44:56.400,2024-11-14 19:44:56.400,37.0,44.40761111111111
TKT-10781,chat,product,product consulting / information,open,speaker_40wt,10,english,1,0,2025-04-14 11:56:01,,,,
TKT-10782,phone,finance,unsuccessful payment,closed,on-ear_headphones,11,german,0,0,2024-08-13 17:10:38,2024-08-16 00:17:48.000,2024-08-13 19:47:48.000,52.5,55.11944444444445
TKT-10783,phone,rma,replacement,closed,eardrop_headphones,11,english,0,0,2024-06-15 03:11:17,2024-06-19 22:34:20.800,2024-06-15 09:34:20.800,109.0,115.38438888888889
TKT-10784,phone,complaint,service complaint,closed,amplifier,3,english,0,0,2024-01-19 12:31:26,2024-01-22 05:20:04.400,2024-01-19 09:20:04.400,68.0,64.81066666666666
TKT-10785,email,complaint,product complaint,closed,speaker_20wt,11,french,0,1,2025-04-15 11:24:14,2025-04-15 15:59:28.800,2025-04-15 09:29:28.800,6.5,4.587444444444444
TKT-10786,email,rma,replacement,closed,eardrop_headphones,8,french,0,0,2025-08-16 03:07:39,2025-08-18 23:32:32.000,2025-08-16 20:02:32.000,51.5,68.41472222222222
TKT-10787,chat,rma,replacement,closed,speaker_40wt,9,english,0,1,2025-02-14 06:09:58,2025-02-19 18:40:06.600,2025-02-14 09:10:06.600,129.5,132.50238888888887
TKT-10788,phone,troubleshooting,bluetooth connection,closed,turntable,7,french,1,0,2024-04-19 23:21:01,2024-04-21 23:46:55.200,2024-04-20 09:16:55.200,38.5,48.43172222222223
TKT-10789,phone,troubleshooting,power supply,new,amplifier,2,french,0,0,2025-06-30 12:57:48,,,,
TKT-10790,phone,rma,replacement,closed,eardrop_headphones,8,french,0,0,2024-06-03 17:58:25,2024-06-05 22:48:43.200,2024-06-03 20:48:43.200,50.0,52.83838888888889
TKT-10791,phone,troubleshooting,sound resolution,closed,eardrop_headphones,4,english,1,0,2025-03-18 21:28:55,2025-03-20 13:37:30.200,2025-03-19 10:07:30.200,27.5,40.14311111111112
TKT-10792,email,product,product consulting / information,closed,amplifier,12,english,1,0,2024-01-19 17:17:46,2024-01-21 00:42:25.400,2024-01-19 19:12:25.400,29.5,31.410944444444443
TKT-10793,email,troubleshooting,power supply,closed,turntable,9,english,0,1,2023-09-18 07:47:23,2023-09-20 05:24:14.800,2023-09-18 20:54:14.800,32.5,45.61438888888888
TKT-10794,phone,troubleshooting,power supply,closed,amplifier,5,german,0,0,2025-05-22 18:15:30,2025-05-24 21:47:30.600,2025-05-22 19:47:30.600,50.0,51.533500000000004
TKT-10795,email,rma,return,closed,speaker_flagship,11,german,0,0,2024-11-30 05:11:17,2024-12-03 01:59:53.400,2024-11-30 20:59:53.400,53.0,68.81011111111111
TKT-10796,chat,rma,return,closed,eardrop_headphones,1,german,0,0,2024-07-02 06:09:08,2024-07-04 08:06:03.400,2024-07-02 19:36:03.400,36.5,49.94872222222222
TKT-10797,email,logistics,status of the order,closed,speaker_flagship,8,english,0,0,2024-08-24 13:12:34,2024-08-25 18:59:38.000,2024-08-24 10:29:38.000,32.5,29.784444444444443
TKT-10798,phone,logistics,status of the order,closed,on-ear_headphones,7,english,1,0,2025-05-26 16:35:47,2025-05-28 01:45:06.800,2025-05-26 10:15:06.800,39.5,33.1555
TKT-10799,phone,troubleshooting,bluetooth connection,closed,on-ear_headphones,10,german,1,0,2023-11-11 10:32:18,2023-11-13 02:14:43.200,2023-11-11 10:14:43.200,40.0,39.707
TKT-10800,chat,product,product consulting / information,closed,speaker_flagship,10,english,1,0,2024-10-07 13:08:54,2024-10-08 20:11:46.400,2024-10-07 20:11:46.400,24.0,31.047888888888888
TKT-10801,phone,logistics,status of the order,open,amplifier,6,german,1,0,2024-06-18 10:22:52,,,,
TKT-10802,email,troubleshooting,firmware,closed,speaker_20wt,6,english,0,0,2024-04-22 01:56:18,2024-04-24 07:19:46.800,2024-04-22 09:19:46.800,46.0,53.39133333333333
TKT-10803,chat,product,product consulting / information,open,eardrop_headphones,9,french,1,0,2023-10-26 04:16:36,,,,
TKT-10804,email,product,product consulting / information,closed,eardrop_headphones,11,french,1,0,2024-09-14 01:14:00,2024-09-15 15:58:49.400,2024-09-14 08:28:49.400,31.5,38.747055555555555
TKT-10805,phone,product,product consulting / information,closed,on-ear_headphones,8,german,1,0,2024-07-10 04:29:18,2024-07-11 21:47:31.800,2024-07-10 20:47:31.800,25.0,41.30383333333333
TKT-10806,chat,troubleshooting,sound resolution,closed,turntable,12,english,1,0,2024-05-13 22:48:26,2024-05-16 14:01:32.800,2024-05-14 10:01:32.800,52.0,63.218555555555554
TKT-10807,phone,complaint,product complaint,closed,eardrop_headphones,6,french,0,0,2025-07-08 06:50:22,2025-07-11 01:13:47.400,2025-07-08 20:43:47.400,52.5,66.39038888888889
TKT-10808,chat,complaint,product complaint,closed,eardrop_headphones,10,english,0,0,2025-06-13 04:37:02,2025-06-13 23:56:40.800,2025-06-13 09:56:40.800,14.0,19.327444444444446
TKT-10809,email,finance,payment details,closed,eardrop_headphones,9,english,0,0,2024-07-30 07:48:06,2024-08-02 09:27:58.400,2024-07-30 21:57:58.400,59.5,73.66455555555557
TKT-10810,phone,logistics,lost package,closed,eardrop_headphones,5,french,0,0,2025-05-13 19:40:43,2025-05-15 16:41:31.600,2025-05-13 19:41:31.600,45.0,45.0135
TKT-10811,chat,logistics,lost package,closed,amplifier,3,french,0,0,2024-05-28 05:08:31,2024-05-29 15:03:16.800,2024-05-28 20:33:16.800,18.5,33.91272222222222
TKT-10812,phone,troubleshooting,bluetooth connection,closed,on-ear_headphones,11,english,0,0,2023-10-25 05:20:19,2023-10-27 13:53:04.600,2023-10-25 09:53:04.600,52.0,56.546
TKT-10813,phone,product,product consulting / information,closed,speaker_flagship,8,german,1,0,2025-07-14 12:37:49,2025-07-15 02:03:38.200,2025-07-14 09:33:38.200,16.5,13.430333333333332
TKT-10814,chat,rma,return,closed,on-ear_headphones,11,german,0,0,2025-08-06 14:01:26,2025-08-12 14:59:04.200,2025-08-06 19:59:04.200,139.0,144.96061111111112
TKT-10815,chat,finance,payment details,closed,eardrop_headphones,11,french,0,1,2024-09-05 08:31:43,2024-09-08 01:03:42.800,2024-09-05 20:03:42.800,53.0,64.53327777777777
TKT-10816,phone,finance,payment details,closed,speaker_20wt,11,german,0,0,2025-04-19 20:11:39,2025-04-23 10:03:32.400,2025-04-20 10:03:32.400,72.0,85.86483333333334
TKT-10817,email,logistics,lost package,open,speaker_40wt,3,german,0,0,2025-05-01 09:16:11,,,,
TKT-10818,chat,logistics,status of the order,closed,turntable,7,french,1,0,2024-06-05 12:41:19,2024-06-08 00:58:37.200,2024-06-05 19:58:37.200,53.0,60.28838888888889
TKT-10819,email,troubleshooting,sound resolution,closed,eardrop_headphones,10,english,1,0,2025-01-15 16:21:08,2025-01-17 14:01:16.200,2025-01-15 11:01:16.200,51.0,45.66894444444445
TKT-10820,email,troubleshooting,bluetooth connection,closed,speaker_20wt,3,german,0,0,2024-04-24 07:04:19,2024-04-26 16:45:36.000,2024-04-24 19:15:36.000,45.5,57.68805555555556
TKT-10821,chat,troubleshooting,sound resolution,closed,eardrop_headphones,7,german,0,0,2025-06-30 13:18:12,2025-07-02 03:41:12.600,2025-06-30 10:11:12.600,41.5,38.383500000000005
TKT-10822,email,complaint,product complaint,closed,speaker_20wt,11,english,1,0,2025-08-06 08:03:47,2025-08-09 01:46:26.800,2025-08-06 10:46:26.800,63.0,65.71105555555555
TKT-10823,email,product,product consulting / information,closed,speaker_20wt,6,french,1,0,2024-07-04 03:07:25,2024-07-05 20:19:11.800,2024-07-04 20:19:11.800,24.0,41.19633333333333
TKT-10824,chat,troubleshooting,power supply,closed,on-ear_headphones,11,english,0,0,2024-08-13 12:10:15,2024-08-14 23:41:55.200,2024-08-13 09:41:55.200,38.0,35.527833333333334
TKT-10825,email,product,product consulting / information,closed,on-ear_headphones,12,english,1,0,2025-04-26 14:40:39,2025-04-26 23:59:18.200,2025-04-26 09:59:18.200,14.0,9.310888888888888
TKT-10826,email,troubleshooting,power supply,closed,speaker_20wt,8,english,1,0,2024-02-15 02:08:37,2024-02-17 23:23:11.600,2024-02-15 19:23:11.600,52.0,69.24294444444445
